"x1","x2","y"
8.4848521836102,2.80365790706128,0
0.743528264574707,-7.69972074776888,1
-0.616087070666254,1.47704148665071,1
-4.2274764738977,2.11526198778301,1
5.40176324080676,-3.09290907811373,1
5.45537425670773,-2.77276640292257,1
-9.21355327125639,-6.18183936923742,0
-1.30188800860196,-5.34401424694806,0
-0.556672280654311,-4.03845905791968,0
-4.52333754394203,-1.52953185141087,0
3.48662962671369,0.0211119279265404,0
-9.95958468411118,-2.80871333088726,0
-9.4981297198683,9.35636048670858,1
-1.35844428092241,-5.9835515357554,0
-0.0121617689728737,-0.588903017342091,0
-2.22636135295033,2.90054635610431,1
-2.09249368403107,-6.53066873550415,0
4.3141465075314,-0.778480912558734,1
8.81999758072197,-2.05091209150851,1
6.54458321630955,-6.78332660812885,1
2.68227041698992,3.85747943539172,0
-2.40265117958188,1.78748773876578,1
8.84148066863418,3.87212312780321,0
5.09987376630306,1.67477833107114,0
-5.44776310678571,-5.17673071473837,0
8.29332053661346,-3.17224458325654,1
2.40890082903206,-5.45725362375379,1
-3.61790848895907,-2.07627449650317,0
-8.47422370221466,-6.61607700865716,0
-4.78321364149451,9.84743582550436,1
7.67688842490315,-3.50600228179246,1
-9.6494241990149,1.09338532667607,1
-3.70242387987673,2.52884618472308,1
-5.7647394714877,-5.75944040901959,0
8.12450267374516,-4.8200579918921,1
3.00007558893412,-0.585298775695264,1
-7.41452796384692,-5.47895949799567,0
-7.79190085828304,5.59349784627557,1
-6.45736617501825,-7.17270453460515,0
0.662243128754199,-2.56707164924592,1
1.11900481861085,-5.45137126464397,1
1.95533481426537,-6.62292868830264,1
-6.05914956890047,-3.7498418148607,0
-8.41660204809159,-9.49600606691092,0
9.43011258728802,2.30396861676127,0
0.193900722078979,-6.9859964074567,1
-9.00685484521091,5.93434103298932,1
3.50732828956097,-7.57565906271338,1
5.52521083969623,6.45855560898781,0
5.06743928417563,-3.35428024176508,1
0.496687893755734,-6.41653809696436,1
7.67073215916753,-9.57485011313111,1
-3.02746932487935,-6.33807575795799,0
2.76493514887989,-4.82241208665073,1
4.75657342467457,-2.56850607227534,1
-4.24351203255355,-2.60946844704449,0
-6.14488204475492,8.49584102630615,1
9.57403895910829,8.87723745312542,0
0.786502193659544,7.61323996819556,0
8.45908388029784,9.99501370824873,0
-5.05503336898983,-1.48282174486667,0
-2.51401839777827,-9.63605006691068,0
1.9051419198513,3.78726658876985,0
5.02473202068359,1.70897783711553,0
4.44428419694304,-1.71875938307494,1
-0.600073873065412,-0.268372287973762,0
-6.47952385246754,1.03189840912819,1
-7.77164933271706,-6.12456920091063,0
2.33886064495891,-4.17148866225034,1
3.3437340054661,1.11036255490035,0
9.98294750228524,-3.25812391471118,1
3.80925691220909,-7.74105155840516,1
-6.9583124993369,6.83711268939078,1
7.56588130258024,-6.28585839644074,1
9.47839028667659,5.33952656202018,0
-2.52339124679565,-7.92684748303145,0
-2.1895399549976,-7.54799345042557,0
0.465365890413523,-6.68891600798815,1
-1.75365997012705,9.86147412098944,1
8.65498004015535,-9.195576463826,1
-7.10648422129452,-2.38646364305168,0
7.13197932578623,9.44253416266292,0
0.1941311173141,6.50515396147966,0
8.40823683422059,1.5440769540146,0
-5.3435695450753,3.19733276497573,1
-6.10021958593279,-0.301818698644638,0
-6.95028542075306,4.27154268138111,1
-6.69320910703391,-1.61436880007386,0
-2.65993152745068,8.16578715108335,1
-8.28257899731398,-1.84184967540205,0
7.33102642931044,-8.64670482464135,1
2.9417507071048,2.68636977765709,0
0.393120450899005,-1.98356925044209,1
0.865655518136919,7.99364472739398,0
6.74714574590325,5.95335627440363,0
-7.46366729959846,-6.13365785218775,0
6.41759489197284,-7.3211765056476,1
-5.72875404264778,9.50146014802158,1
7.72346072364599,2.60712071787566,0
-6.51107593439519,9.53908498864621,1
8.25578147545457,-2.84127671737224,1
9.45829461794347,9.05901811551303,0
-8.8681342639029,1.78522623609751,1
-6.14717078395188,4.75106259807944,1
1.56677212566137,2.03565914183855,0
-9.42809816915542,-7.40745939314365,0
-0.174202881753445,-7.36599037889391,0
1.79030773229897,-8.4400537237525,1
-8.88952817767859,-5.12491871602833,0
-9.99033135361969,1.96709170006216,1
-6.94835476577282,-2.30470807757229,0
-9.03521413914859,-6.29191331099719,0
8.84072358254343,3.2871030876413,0
-6.4103105571121,8.27942679170519,1
8.61989935860038,-0.0462062330916524,1
2.01142588630319,-5.05981768947095,1
-1.76213737111539,6.73376296646893,1
-7.81539453659207,-9.31166431400925,0
-2.66769120935351,1.29296168219298,1
-3.70790773071349,2.30624288320541,1
5.57889498770237,8.42351777479053,0
-1.71251833904535,6.97264082264155,1
1.4825672423467,-6.81662830058485,1
-2.01890099793673,-6.20692908298224,0
-8.16682299599051,-2.92155101895332,0
-6.50616042781621,-1.85412220656872,0
0.507890428416431,2.16664619743824,0
-3.08890661224723,3.96941391285509,1
6.54288936406374,-0.413560685701668,1
2.76576021686196,3.27869687695056,0
1.8933450197801,-2.0487985946238,1
-6.03147535584867,-7.80079884454608,0
-3.710927083157,5.85125641897321,1
-5.42969351168722,-0.272624958306551,0
4.00566786993295,2.01157496310771,0
-6.10542313195765,1.58131674863398,1
5.34074865281582,-1.05688275303692,1
-1.16010415833443,-2.2557821450755,0
-5.87419560644776,0.524547719396651,1
-1.47624789737165,0.731782526709139,1
7.73593869060278,-2.13704519439489,1
6.97814369108528,-2.59950167965144,1
-5.11233146768063,-9.69110202975571,0
-6.1048318631947,0.0256440788507462,1
-4.4303077692166,6.49177424609661,1
-5.50273531116545,-4.14099870249629,0
-9.01364878751338,-3.99386999662966,0
9.46420765947551,8.55205131229013,0
9.31478525977582,8.74214663170278,0
3.93131594639271,8.7715906649828,0
9.9739500740543,-0.443436340428889,1
-1.08901862986386,-9.71582668833435,0
-5.50636580679566,4.58089571911842,1
1.49809897411615,5.47258722130209,0
-1.20390370953828,2.73169403895736,1
5.11211281176656,4.34361238032579,0
4.62597504258156,-7.6341314194724,1
-4.11934147588909,9.38738865312189,1
0.494826883077621,-8.8942931778729,1
-9.12570668850094,-3.78935102373362,0
-9.90486040245742,-4.0673395479098,0
-2.65814168844372,-9.36114645097405,0
8.87111390940845,9.14900034666061,0
-8.03348869550973,-2.58310297969729,0
-0.851700599305332,6.13687322940677,1
0.476913815364242,-6.97038243059069,1
0.594579889439046,6.56011314596981,0
4.80955137871206,6.95774456486106,0
0.171968983486295,7.48272573575377,0
-0.200803778134286,0.764623442664742,1
0.30298525467515,3.49224466364831,0
0.717173209413886,0.829179766587913,0
6.6611131792888,-2.7207477716729,1
0.562570136971772,4.83369289431721,0
5.10161138605326,1.9144352665171,0
-5.74611792806536,7.90514401625842,1
-2.65809139236808,-3.39001395739615,0
-6.19781149085611,-3.90047955792397,0
-2.64433716889471,-9.8014311445877,0
7.23212009295821,-4.81440735980868,1
-2.52199021633714,-4.69123237766325,0
-5.82445377483964,3.92557267099619,1
2.20390213653445,-4.1024083411321,1
-6.23169457074255,9.34980590362102,1
-9.57023760769516,3.40174713172019,1
4.21030965168029,-6.68452600482851,1
-6.71604917384684,-4.36935528647155,0
6.5231184149161,2.85213344264776,0
-6.66650574654341,8.18262028042227,1
-1.65763700380921,8.75712084118277,1
3.34797169547528,-7.96340517234057,1
0.254415799863636,9.30950010661036,0
-2.60959740262479,5.84179798141122,1
