"","x1","x2","y"
"1",3.81068257149309,1.23933064751327,0
"2",-0.0937577290460467,1.60555007401854,0
"3",-3.53266461286694,0.56582607794553,1
"4",-9.92729627061635,9.20117641333491,0
"5",-7.68049193080515,-1.3546188082546,0
"6",-2.98157828394324,0.332894925959408,1
"7",-5.95413661561906,8.40502026490867,0
"8",-1.45923661533743,-1.14159534685314,1
"9",5.52490992005914,-1.0187000175938,1
"10",-2.2236753674224,1.67165193706751,0
"11",1.47238810081035,2.68057286273688,0
"12",-3.08183896820992,-0.43652156367898,1
"13",8.27734558843076,7.49954068101943,0
"14",2.94790619984269,1.17345393635333,1
"15",-2.80993596184999,7.43402710650116,1
"16",-7.17562379315495,-8.75509980600327,0
"17",-6.91561491694301,-1.82656314689666,1
"18",-8.77781052142382,-0.885594543069601,0
"19",-9.48503960389644,-3.83335275109857,0
"20",-8.29336929135025,-3.57722167856991,1
"21",-7.50596030149609,0.0365196680650115,0
"22",-2.15849042870104,-9.50468023773283,0
"23",-2.37126008607447,8.62925502937287,0
"24",-0.170489703305066,-5.92646940611303,1
"25",6.24115323647857,-8.48457529675215,0
"26",-8.62241331022233,0.714758029207587,0
"27",4.3716770876199,1.35970196221024,0
"28",-5.02706272993237,7.55398642271757,1
"29",1.01847764104605,5.7720917230472,1
"30",-7.07187577616423,-2.92273676488549,1
"31",-7.15313362423331,2.03722194302827,1
"32",7.3407319933176,6.22249104548246,1
"33",-9.79223724454641,-2.99775930121541,0
"34",-1.6517036408186,-9.63563630823046,0
"35",-5.21202525589615,-3.20383435115218,0
"36",9.2651993362233,1.91623496357352,0
"37",0.952762207016349,3.7166311359033,1
"38",5.52030075807124,7.21203130669892,1
"39",-9.46348138153553,-1.08998520765454,0
"40",-9.58813567180187,1.8464002572,0
"41",2.37157649826258,4.13222834933549,0
"42",-6.73352621030062,-2.51258991193026,1
"43",8.08381547220051,3.09172555804253,1
"44",-5.39281771983951,2.9974059201777,0
"45",9.50008207000792,-6.67478836607188,0
