"","x1","x2","y"
"1",-4.7811500960961,4.9512242898345,0
"2",7.17715385835618,-4.41437986213714,0
"3",-1.11711242236197,4.8145355982706,1
"4",8.3208104595542,2.83786980900913,0
"5",-5.65464491955936,4.71390999853611,0
"6",9.95892617851496,-3.69223387911916,0
"7",-9.4997719489038,-4.65996031183749,0
"8",4.97130344621837,8.29214449506253,0
"9",-9.67487561516464,9.68673643190414,0
"10",-8.61268123611808,-0.902087613940239,0
"11",-0.71043542586267,-5.23907771334052,1
"12",-5.84703224245459,-7.51059307716787,0
"13",3.51250263396651,-6.88665891531855,0
"14",-9.6825448051095,-7.07592845428735,0
"15",-2.0676547056064,-3.34754364565015,1
"16",-9.85255628824234,6.46035548765212,0
"17",-2.70169967319816,5.32237921841443,1
"18",9.60017881821841,1.57275974750519,0
"19",2.07904771436006,-4.92859814316034,1
"20",-4.6617229655385,5.95358794555068,0
"21",-0.644869762472808,-7.78634075541049,0
"22",-0.955270268023014,-1.69402341358364,1
"23",-3.47247747704387,4.56767398864031,1
"24",1.06606001034379,-1.16052059922367,1
"25",7.58519012480974,9.43641539663076,0
"26",2.75741293560714,2.39699912723154,1
"27",2.66845824662596,-4.01987728197128,1
"28",-6.80034156423062,-5.74182044249028,0
"29",-4.43885546177626,-5.23460482247174,0
"30",-2.93918672949076,8.23787800502032,0
"31",-9.2117078974843,-3.00357927102596,0
"32",2.935527022928,6.96430244948715,0
"33",-0.823548189364374,-1.86822045128793,1
"34",-2.51898327376693,0.512522063218057,1
"35",5.01701233908534,7.34815374482423,0
"36",2.7175195934251,4.55457936041057,1
"37",-5.77135416679084,3.16058411728591,0
"38",-8.68506158702075,-8.33401563577354,0
"39",-8.31965467426926,-3.3305063797161,0
"40",-4.91044490132481,7.79846124351025,0
"41",4.82912330888212,-8.21904906537384,0
"42",-9.69667838420719,4.2402660427615,0
"43",-7.92784619145095,4.68616181518883,0
"44",0.546857789158821,-5.44329976662993,1
"45",-7.38832927308977,-1.03116391692311,0
"46",-4.83845958951861,6.68335211928934,0
"47",8.27910151332617,1.21759898029268,0
"48",-2.71745895501226,-9.12985057104379,0
"49",-6.32029768079519,0.506802895106375,0
"50",-0.641261111013591,-7.91025413200259,0
"51",-3.26889146585017,8.39844634756446,0
"52",-2.36825011204928,-6.81880407966673,0
"53",-3.27783926855773,-7.32773139607161,0
"54",7.41633141878992,-9.57646006252617,0
"55",-0.0801247404888272,7.87945963907987,0
"56",3.44560608733445,-7.45296840090305,0
"57",-9.82969683595002,-1.20981717016548,0
"58",8.04812585003674,-2.15316270943731,0
"59",3.2479160791263,6.90734592266381,0
"60",6.75186796113849,1.0543674044311,0
"61",-9.19867527205497,7.95473090838641,0
"62",-2.88231192156672,8.55386232025921,0
"63",-9.54249672126025,2.87920007947832,0
"64",6.987219536677,9.92782850284129,0
"65",-4.6695175068453,-2.01746811158955,1
"66",-4.93713749572635,0.652954988181591,1
"67",-5.48942958470434,1.03589940350503,1
"68",-0.0289030792191625,-4.45438239723444,1
"69",-3.84313751012087,0.813840357586741,1
"70",-3.82451374083757,-1.45877005532384,1
"71",1.83050364255905,-2.80791341327131,1
"72",4.05321123544127,-4.3988312734291,1
"73",1.11980263609439,-1.77987426053733,1
"74",-3.7362022139132,-4.21211131848395,1
"75",3.16554761957377,4.82980537228286,1
"76",2.75883871130645,2.8706376766786,1
"77",-5.26561754755676,-1.16378133650869,1
"78",-5.59176445007324,-1.03319549467415,1
"79",-0.432210545986891,-5.15130158513784,1
"80",-5.37594312336296,-1.60050910897553,1
"81",0.836159256286919,0.727410078980029,1
"82",-4.62530644610524,3.67358167655766,1
"83",1.23683373443782,-3.14076464157552,1
"84",0.648719426244497,-0.830773268826306,1
"85",-0.275658527389169,-3.50663518067449,1
"86",4.86180576495826,-2.97045662067831,1
"87",5.33094882499427,-2.53504280000925,1
"88",5.03611198626459,-0.434672185219824,1
"89",-4.11476143635809,-1.53688079211861,1
"90",4.94737426284701,2.48852836899459,1
"91",-3.41397673357278,1.26394585706294,1
"92",1.31702355574816,0.881158881820738,1
"93",1.52811486739665,4.64847583323717,1
"94",-1.47407504729927,4.60953460540622,1
"95",4.85108614433557,-1.93744026124477,1
"96",-0.223892917856574,-1.65848279837519,1
"97",-0.443568676710129,-1.0066119581461,1
"98",3.90151615254581,-3.1682618195191,1
"99",2.10892486386001,5.3052888950333,1
"100",-0.279139052145183,-5.87956368457526,1
