"","x1","x2","y"
"1",1.35067358147353,8.6919743521139,1
"2",-2.70986963994801,-3.8757735164836,0
"3",-8.81729278713465,2.56935813929886,1
"4",-0.908297854475677,-0.25526843033731,1
"5",-7.72261345293373,6.51505225338042,1
"6",-5.63818487338722,1.17361485958099,1
"7",-0.931797227822244,8.93522651400417,1
"8",-8.93576935399324,2.28676968254149,1
"9",2.95167543459684,-9.08686634618789,0
"10",9.55396877601743,-4.93753849063069,0
"11",-6.56211438123137,-9.24603953491896,0
"12",2.83506076782942,8.71472507715225,1
"13",8.77807963173836,-2.90540354326367,0
"14",2.32455397024751,-8.19535947404802,0
"15",3.64119697827846,-3.34522436838597,0
"16",-0.62295479234308,6.32744752336293,1
"17",-8.96369280759245,-8.62429618369788,1
"18",-5.12537599075586,-1.55698243062943,1
"19",6.52087339200079,-9.94945919606835,0
"20",-8.41026833746582,-6.2513107759878,1
"21",9.29311628453434,2.21421218942851,0
"22",-2.29815907310694,4.05641404446214,1
"23",-1.50316121522337,6.59830061718822,1
"24",6.89781861845404,6.45075412467122,0
"25",7.77031965088099,4.15437291376293,0
"26",-6.82822777889669,2.18821450602263,1
"27",2.49756373465061,-5.0288388133049,0
"28",4.04987091664225,-8.27629739884287,0
"29",7.8702660324052,-9.29790561553091,0
"30",-0.574126811698079,-5.81787202041596,0
"31",0.30399520881474,-6.03465219493955,0
"32",-3.99344535544515,2.70036430563778,1
"33",6.07490417081863,1.79081237409264,0
"34",-7.34785375650972,8.93124406691641,1
"35",9.83994205016643,1.46798302419484,0
"36",9.85237658489496,-5.98360990174115,0
"37",7.96819930430502,-4.43381775636226,0
"38",-7.9114304529503,2.84729252103716,1
"39",-2.24740194156766,5.99924602080137,1
"40",1.74250259529799,9.51733885332942,1
"41",2.58350889664143,8.32870122045279,1
"42",-8.04274586960673,-0.357964914292097,1
"43",-5.88541199453175,-2.63485802803189,1
"44",-7.5165756046772,-4.84699316788465,1
"45",-9.08204882405698,-0.0540857203304768,1
"46",-6.52491324115545,9.1111653810367,1
"47",1.36115841567516,-0.176054979674518,0
"48",-6.02325657848269,0.0399095704779029,1
"49",-2.88343319669366,0.947444806806743,1
"50",-8.47177681047469,-7.7339842217043,1
"51",2.22529781516641,-3.58177665155381,0
"52",-5.10203155688941,4.60216758772731,1
"53",4.64430769905448,6.64925445336848,1
"54",-7.86027372814715,1.01764815859497,1
"55",-8.46980922389776,5.62290446367115,1
"56",3.83477888535708,-8.56460714247078,0
"57",-1.89492885489017,-8.33731666672975,0
"58",0.758255352266133,1.1229879502207,1
"59",-2.75873165111989,1.10961867496371,1
"60",-3.21857680100948,-5.98258320242167,0
"61",8.3171259984374,-1.80678999517113,0
"62",0.123924156650901,8.65039388183504,1
"63",-5.11091222986579,7.85984072368592,1
"64",3.72945717535913,-9.18438436463475,0
"65",-3.60007978975773,2.96624118462205,1
"66",-2.42376610636711,-7.22724002320319,0
"67",-8.73820315580815,-0.956788458861411,1
"68",7.71443881094456,9.00175593327731,1
"69",-9.42684296518564,-7.7072170516476,1
"70",-6.94373562932014,0.0423799268901348,1
"71",-0.683322814293206,-6.48818199057132,0
"72",-7.90544575545937,-1.32536473218352,1
"73",3.13756422139704,-5.81527722999454,0
"74",-6.46121681202203,-0.830655908212066,1
"75",6.76793830469251,-7.0433518756181,0
"76",-6.09590096864849,6.24817193485796,1
"77",6.81557875592262,6.18914497550577,0
"78",-9.10099097993225,1.19065452832729,1
"79",4.15519502479583,-3.32141972146928,0
"80",-9.25156452227384,-0.395480967126787,1
"81",-4.07195023261011,4.58966440055519,1
"82",6.23378030955791,-4.19192152563483,0
"83",3.51202032063156,8.20645226631314,1
"84",8.52280881255865,6.34034046437591,0
"85",2.45880601927638,-0.127111165784299,0
"86",-5.35400895867497,-2.99952814355493,1
"87",1.73057463485748,-6.67305943090469,0
"88",4.71816389355808,-5.505914632231,0
"89",9.79110147338361,-7.42107468191534,0
"90",-7.68289082217962,-7.76635728776455,0
"91",3.29753633122891,-3.90539331361651,0
"92",-8.57417243067175,-9.25464850850403,0
"93",8.37206628639251,8.19032628554851,0
"94",8.64492371212691,4.63417838793248,0
"95",3.34762306883931,-0.468973931856453,0
"96",9.22462524380535,1.0976140294224,0
"97",6.33836436551064,-1.42849741037935,0
"98",4.04403133783489,3.12476663384587,0
"99",4.61485530715436,-0.911567434668541,0
"100",6.71564405784011,-7.11994581855834,0
