name, batch, bs_accu, bs_f1, bs_auc, bs_cpu, bs_nleaves, bs_depth, bs_accu_train 
anneal, 1, 0.83607, 0.90099, 0.83534, 6.3, 8, 3, 0.91373
anneal, 2, 0.81967, 0.89, 0.85016, 4.5, 8, 3, 0.91197
anneal, 3, 0.81557, 0.88608, 0.86453, 4.2, 8, 3, 0.92958
anneal, 4, 0.83607, 0.8995, 0.85474, 4.5, 8, 3, 0.91901
anneal, 5, 0.79918, 0.86933, 0.84289, 4, 8, 3, 0.9331
anneal, 6, 0.79918, 0.86933, 0.83425, 4.3, 8, 3, 0.92782
anneal, 7, 0.80738, 0.88564, 0.80659, 4.4, 8, 3, 0.91901
anneal, 8, 0.81557, 0.88778, 0.87822, 4.1, 8, 3, 0.92782
anneal, 9, 0.79508, 0.86486, 0.83338, 4.3, 8, 3, 0.92254
anneal, 10, 0.80738, 0.88279, 0.84288, 4.3, 8, 3, 0.92782
anneal, 11, 0.81148, 0.88442, 0.8635, 4.2, 8, 3, 0.92254
anneal, 12, 0.81148, 0.88889, 0.78912, 4, 8, 3, 0.90845
anneal, 13, 0.82377, 0.88831, 0.89447, 4.2, 8, 3, 0.91021
anneal, 14, 0.81557, 0.88722, 0.87271, 4.1, 8, 3, 0.91725
anneal, 15, 0.78689, 0.86869, 0.80856, 3.7, 8, 3, 0.91901
anneal, 16, 0.80328, 0.87879, 0.81934, 3.6, 8, 3, 0.93662
anneal, 17, 0.75, 0.85372, 0.77878, 4.4, 8, 3, 0.91725
anneal, 18, 0.81148, 0.8867, 0.88256, 4.2, 8, 3, 0.91901
anneal, 19, 0.76639, 0.85642, 0.79783, 3.7, 8, 4, 0.91901
anneal, 20, 0.79918, 0.87961, 0.84357, 4.3, 8, 3, 0.91373
audiology, 1, 0.93846, 0.84615, 0.95266, 0.52, 5, 3, 0.99338
audiology, 2, 0.96923, 0.94118, 0.99387, 0.71, 6, 3, 0.98013
audiology, 3, 0.90769, 0.84211, 0.97704, 0.73, 6, 3, 0.98675
audiology, 4, 0.93846, 0.88235, 0.94508, 0.55, 6, 4, 0.98675
audiology, 5, 0.95385, 0.92308, 0.99409, 0.69, 6, 3, 0.99338
audiology, 6, 0.89231, 0.81081, 0.91017, 0.83, 5, 3, 0.98013
audiology, 7, 0.93846, 0.88235, 0.96811, 0.68, 6, 3, 0.98013
audiology, 8, 0.89231, 0.82927, 0.90275, 0.59, 4, 2, 0.98013
audiology, 9, 0.84615, 0.54545, 0.71598, 0.66, 5, 3, 0.98013
audiology, 10, 0.92308, 0.8, 0.89623, 0.69, 6, 3, 0.98675
audiology, 11, 0.98462, 0.97143, 0.99764, 0.72, 6, 4, 0.98013
audiology, 12, 0.93846, 0.88235, 0.93144, 0.5, 5, 3, 0.98675
audiology, 13, 0.95385, 0.89655, 0.95026, 0.49, 5, 3, 0.99338
audiology, 14, 0.90769, 0.8, 0.92157, 0.59, 5, 3, 0.98013
audiology, 15, 0.92308, 0.87179, 0.9, 0.58, 6, 3, 0.98675
audiology, 16, 0.90769, 0.85, 0.91762, 0.39, 4, 2, 0.99338
audiology, 17, 0.93846, 0.875, 0.97321, 0.51, 5, 3, 0.99338
audiology, 18, 0.90769, 0.8, 0.95658, 0.49, 5, 3, 0.98013
audiology, 19, 0.90769, 0.82353, 0.93495, 0.6, 5, 3, 0.97351
audiology, 20, 0.92308, 0.84848, 0.95508, 0.48, 4, 2, 0.98675
australian-credit, 1, 0.85204, 0.86124, 0.92836, 3.8, 8, 3, 0.94311
australian-credit, 2, 0.87245, 0.88987, 0.92734, 3.6, 8, 3, 0.94967
australian-credit, 3, 0.82653, 0.84259, 0.88931, 3.7, 8, 3, 0.94967
australian-credit, 4, 0.79082, 0.82096, 0.89556, 3.4, 8, 3, 0.95405
australian-credit, 5, 0.85714, 0.87931, 0.92481, 3.7, 8, 3, 0.96061
australian-credit, 6, 0.86224, 0.86829, 0.90599, 3.8, 8, 3, 0.94092
australian-credit, 7, 0.84184, 0.85845, 0.87411, 3.4, 8, 3, 0.95405
australian-credit, 8, 0.86224, 0.87442, 0.91247, 3.9, 8, 3, 0.9453
australian-credit, 9, 0.83673, 0.85047, 0.8994, 3.6, 8, 3, 0.95186
australian-credit, 10, 0.86735, 0.88182, 0.92912, 3.8, 8, 3, 0.9453
australian-credit, 11, 0.84184, 0.87029, 0.90319, 3.7, 8, 3, 0.9453
australian-credit, 12, 0.83673, 0.85047, 0.89982, 3.7, 8, 3, 0.95186
australian-credit, 13, 0.86735, 0.88793, 0.92199, 4.5, 8, 3, 0.93873
australian-credit, 14, 0.85714, 0.86275, 0.9317, 3.8, 8, 3, 0.94748
australian-credit, 15, 0.85714, 0.87387, 0.92134, 3.9, 8, 3, 0.94311
australian-credit, 16, 0.86224, 0.87324, 0.90686, 3.7, 8, 3, 0.9453
australian-credit, 17, 0.86735, 0.88393, 0.91669, 3.6, 8, 3, 0.94748
australian-credit, 18, 0.78571, 0.81897, 0.87943, 3.3, 8, 3, 0.96499
australian-credit, 19, 0.88776, 0.90435, 0.94202, 4, 8, 3, 0.94311
australian-credit, 20, 0.85204, 0.87336, 0.91602, 3.8, 8, 3, 0.94311
breast-wisconsin, 1, 0.92683, 0.93878, 0.9408, 0.95, 8, 4, 0.99163
breast-wisconsin, 2, 0.94146, 0.95455, 0.96544, 0.92, 8, 4, 0.98745
breast-wisconsin, 3, 0.96585, 0.97189, 0.98731, 1.4, 8, 4, 0.97699
breast-wisconsin, 4, 0.96098, 0.97101, 0.95215, 1.1, 8, 4, 0.98954
breast-wisconsin, 5, 0.95122, 0.9635, 0.967, 1.3, 8, 4, 0.98326
breast-wisconsin, 6, 0.93171, 0.94444, 0.98583, 1.2, 8, 4, 0.98536
breast-wisconsin, 7, 0.9561, 0.96654, 0.98827, 1.2, 8, 4, 0.98745
breast-wisconsin, 8, 0.9561, 0.96552, 0.95927, 1.3, 8, 4, 0.98954
breast-wisconsin, 9, 0.97561, 0.98141, 0.98739, 1.5, 8, 4, 0.98326
breast-wisconsin, 10, 0.95122, 0.96296, 0.98545, 1.2, 8, 4, 0.98954
breast-wisconsin, 11, 0.94634, 0.95618, 0.94927, 1.1, 7, 4, 0.98745
breast-wisconsin, 12, 0.96585, 0.97071, 0.97847, 1.1, 8, 4, 0.98326
breast-wisconsin, 13, 0.95122, 0.96154, 0.96503, 1, 8, 4, 0.98954
breast-wisconsin, 14, 0.96098, 0.97059, 0.99632, 1.4, 8, 4, 0.98745
breast-wisconsin, 15, 0.9561, 0.96797, 0.97809, 1.2, 8, 4, 0.98536
breast-wisconsin, 16, 0.98049, 0.98361, 0.99812, 1.3, 8, 4, 0.98326
breast-wisconsin, 17, 0.94634, 0.96, 0.96718, 1.2, 8, 4, 0.98536
breast-wisconsin, 18, 0.96098, 0.9708, 0.99189, 1.6, 8, 4, 0.98745
breast-wisconsin, 19, 0.96098, 0.97222, 0.98669, 1.1, 8, 4, 0.98954
breast-wisconsin, 20, 0.97073, 0.97842, 0.98962, 1.3, 8, 4, 0.98745
diabetes, 1, 0.74026, 0.81366, 0.79228, 6.4, 8, 3, 0.92179
diabetes, 2, 0.71861, 0.76534, 0.80463, 6.6, 8, 3, 0.91248
diabetes, 3, 0.78355, 0.82639, 0.819, 6.2, 8, 3, 0.90689
diabetes, 4, 0.7619, 0.82085, 0.83965, 6.9, 8, 3, 0.9013
diabetes, 5, 0.66234, 0.71739, 0.76846, 6.5, 8, 3, 0.92179
diabetes, 6, 0.77056, 0.83489, 0.84452, 6.5, 8, 3, 0.90689
diabetes, 7, 0.74892, 0.80795, 0.77443, 6.3, 8, 3, 0.90689
diabetes, 8, 0.74026, 0.82143, 0.75521, 6, 8, 3, 0.91806
diabetes, 9, 0.76623, 0.82803, 0.8139, 6.7, 8, 3, 0.90689
diabetes, 10, 0.7619, 0.81356, 0.78353, 6.1, 8, 3, 0.91806
diabetes, 11, 0.7013, 0.77076, 0.72863, 5.9, 8, 3, 0.9162
diabetes, 12, 0.75758, 0.80282, 0.81366, 6.4, 8, 3, 0.92365
diabetes, 13, 0.77922, 0.83706, 0.81562, 6.1, 8, 3, 0.92179
diabetes, 14, 0.77056, 0.82274, 0.80379, 6.3, 8, 3, 0.90875
diabetes, 15, 0.75758, 0.80556, 0.775, 6.3, 8, 3, 0.91061
diabetes, 16, 0.72294, 0.79221, 0.77724, 6.2, 8, 3, 0.90689
