name, batch, bs_accu, bs_f1, bs_auc, bs_cpu, bs_nleaves, bs_depth, bs_accu_train 
anneal, 1, 0.82787, 0, 0.71228, 4.5, 4, 2, 0.84155
anneal, 2, 0.78689, 0, 0.72967, 3.1, 4, 2, 0.84683
anneal, 3, 0.76639, 0, 0.75776, 4.8, 4, 2, 0.86268
anneal, 4, 0.79918, 0, 0.65243, 4, 4, 2, 0.87676
anneal, 5, 0.81148, 0, 0.77218, 2.6, 4, 2, 0.84683
anneal, 6, 0.77459, 0, 0.74305, 3.8, 4, 2, 0.84331
anneal, 7, 0.78689, 0, 0.70232, 3.6, 4, 2, 0.85387
anneal, 8, 0.76639, 0, 0.68721, 6.3, 4, 2, 0.87676
anneal, 9, 0.77459, 0, 0.73295, 3.2, 4, 2, 0.85915
anneal, 10, 0.7582, 0, 0.69876, 4.5, 4, 2, 0.88204
anneal, 11, 0.7541, 0, 0.69792, 4.5, 4, 2, 0.88204
anneal, 12, 0.80328, 0, 0.70068, 3.9, 4, 2, 0.83451
anneal, 13, 0.75, 0, 0.77793, 3.3, 4, 2, 0.84331
anneal, 14, 0.77869, 0, 0.75965, 3.9, 4, 2, 0.85387
anneal, 15, 0.75, 0, 0.70492, 4.9, 4, 2, 0.88028
anneal, 16, 0.77459, 0, 0.6582, 3.7, 4, 2, 0.87148
anneal, 17, 0.76639, 0, 0.7526, 4.3, 4, 2, 0.87324
anneal, 18, 0.75, 0, 0.66676, 4, 4, 2, 0.8662
anneal, 19, 0.80328, 0, 0.69207, 3, 4, 2, 0.84683
anneal, 20, 0.77869, 0, 0.74396, 4, 4, 2, 0.87676
audiology, 1, 0.93846, 0.85714, 0.95414, 0.9, 4, 3, 0.97351
audiology, 2, 0.93846, 0.88889, 0.97059, 0.69, 4, 3, 0.97351
audiology, 3, 0.92308, 0.86486, 0.95026, 1.2, 4, 3, 0.97351
audiology, 4, 0.95385, 0.92308, 0.96911, 1.5, 4, 3, 0.97351
audiology, 5, 0.92308, 0.87805, 0.95745, 1.3, 4, 3, 0.95364
